contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TLL59_k99_56204	7373	No	NA	1	1	0	Low-quality	Genome-fragment	3.36	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_57588	5345	No	NA	14	2	0	Low-quality	Genome-fragment	8.02	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_57865	8104	No	NA	15	1	3	Low-quality	Genome-fragment	21.01	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_60209	5059	No	NA	6	3	0	Low-quality	Genome-fragment	8.69	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_61895	10175	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL59_k99_63654	5534	No	NA	6	2	0	Low-quality	Genome-fragment	11.23	AAI-based (medium-confidence)	0.0	2.04	high kmer_freq may indicate large duplication; low-confidence ITR
TLL59_k99_86424	5987	No	NA	7	4	0	Low-quality	Genome-fragment	13.11	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_90128	7138	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_91010	16716	No	NA	12	4	1	Low-quality	Genome-fragment	20.3	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_97968	7523	No	NA	7	2	0	Low-quality	Genome-fragment	13.0	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_104482	7096	No	NA	9	6	0	Low-quality	Genome-fragment	14.51	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_108252	6763	No	NA	10	8	0	Low-quality	Genome-fragment	14.23	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_111601	45665	No	NA	59	16	2	Medium-quality	Genome-fragment	55.47	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_122262	9886	No	NA	10	2	0	Low-quality	Genome-fragment	23.38	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_122524	12136	No	NA	16	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL59_k99_129846	22349	Yes	20047	30	21	2	Low-quality	Genome-fragment	43.11	AAI-based (high-confidence)	10.3	1.0	
TLL59_k99_135818	7188	No	NA	14	2	0	Low-quality	Genome-fragment	7.19	HMM-based (lower-bound)	0.0	1.0	
TLL59_k99_153370	10036	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_161243	5951	No	NA	9	1	0	Low-quality	Genome-fragment	16.91	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_162277	5801	No	NA	6	5	0	Low-quality	Genome-fragment	9.6	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_168865	5524	No	NA	8	5	0	Low-quality	Genome-fragment	15.7	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_171315	5543	No	NA	5	2	0	Low-quality	Genome-fragment	4.19	AAI-based (medium-confidence)	0.0	1.01	
TLL59_k99_190310	6487	No	NA	11	4	0	Low-quality	Genome-fragment	11.23	AAI-based (high-confidence)	0.0	1.0	
TLL59_k99_206374	8758	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL59_k99_18576_provirus_3_15265	15263	Yes	11106	19	7	4	Low-quality	Genome-fragment	14.91	HMM-based (lower-bound)	27.24	1.0	
TLL60_k99_10955	9634	No	NA	6	4	0	Low-quality	Genome-fragment	25.87	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_14396	23303	No	NA	36	11	0	Medium-quality	Genome-fragment	55.8	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_29176	6186	Yes	1519	8	2	4	Low-quality	Genome-fragment	1.69	HMM-based (lower-bound)	75.44	1.0	
TLL60_k99_38940	12099	No	NA	14	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_100268	9684	No	NA	13	1	1	Low-quality	Genome-fragment	20.76	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_149257	8789	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_150724	11632	No	NA	17	15	0	Low-quality	Genome-fragment	25.15	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_168681	8480	No	NA	6	0	2	Low-quality	Genome-fragment	5.06	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_174217	11576	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_201984	6695	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_22384	19804	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_30897	19309	No	NA	23	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_34091	7368	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL60_k99_64883	13527	No	NA	14	0	4	Low-quality	Genome-fragment	14.0	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_86763	5033	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_109903	11287	No	NA	12	1	0	Low-quality	Genome-fragment	16.33	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_136522	8865	No	NA	11	0	0	Low-quality	Genome-fragment	8.04	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_140176	9881	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_154728	23433	No	NA	15	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_3201	9714	No	NA	10	3	0	Low-quality	Genome-fragment	23.73	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_62568	8706	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_91935	6447	No	NA	6	1	0	Low-quality	Genome-fragment	10.77	AAI-based (high-confidence)	0.0	1.01	
TLL60_k99_13058	16413	Yes	10540	23	9	4	Low-quality	Genome-fragment	24.86	AAI-based (high-confidence)	35.78	1.0	
TLL60_k99_171890	11285	No	NA	20	14	0	Low-quality	Genome-fragment	26.52	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_36454	14974	No	NA	30	6	1	Low-quality	Genome-fragment	29.3	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_7948	9382	No	NA	16	5	0	Low-quality	Genome-fragment	23.06	AAI-based (high-confidence)	0.0	1.01	
TLL60_k99_43511	8315	No	NA	11	7	0	Low-quality	Genome-fragment	22.74	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_82767	5650	Yes	3993	5	2	2	Low-quality	Genome-fragment	8.41	AAI-based (high-confidence)	29.33	1.0	
TLL60_k99_87030	7594	No	NA	9	5	0	Low-quality	Genome-fragment	15.96	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_132478	6725	No	NA	8	2	0	Low-quality	Genome-fragment	18.07	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_141296	7068	No	NA	8	3	1	Low-quality	Genome-fragment	15.77	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_202353	8670	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL60_k99_235819	6657	No	NA	11	3	0	Low-quality	Genome-fragment	17.71	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_46879	6358	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_116532	7262	Yes	2378	9	1	2	Low-quality	Genome-fragment	1.33	AAI-based (medium-confidence)	67.25	1.0	
TLL60_k99_142255	7914	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_64750	8867	No	NA	14	0	2	Low-quality	Genome-fragment	23.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_25387	6005	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_35769	10297	No	NA	20	0	1	Low-quality	Genome-fragment	23.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_50590	17818	No	NA	35	8	1	Low-quality	Genome-fragment	46.38	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_53351	9775	No	NA	12	3	0	Low-quality	Genome-fragment	22.11	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_178844	7888	No	NA	10	7	0	Low-quality	Genome-fragment	17.86	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_21477	13432	No	NA	7	0	0	Low-quality	Genome-fragment	14.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_171876	23270	No	NA	20	2	1	Low-quality	Genome-fragment	48.0	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_42262	9638	No	NA	15	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_35099	6662	No	NA	5	0	4	Low-quality	Genome-fragment	6.23	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_178931	13235	No	NA	11	3	0	Low-quality	Genome-fragment	31.61	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_24041	24749	No	NA	38	14	0	Medium-quality	Genome-fragment	71.71	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_15036	6553	No	NA	9	2	1	Low-quality	Genome-fragment	15.15	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_42046	7190	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL60_k99_221149	7647	Yes	3482	9	1	1	Low-quality	Genome-fragment	1.43	HMM-based (lower-bound)	54.47	1.0	
TLL60_k99_34813	18920	No	NA	24	17	0	Low-quality	Genome-fragment	45.05	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_7596	14746	No	NA	21	7	0	Low-quality	Genome-fragment	31.94	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_12542	19074	No	NA	29	3	1	Medium-quality	Genome-fragment	54.36	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_97199	6169	No	NA	8	4	1	Low-quality	Genome-fragment	15.8	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_181962	5726	No	NA	8	3	0	Low-quality	Genome-fragment	15.51	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_61658	6476	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_64136	13275	No	NA	23	7	0	Low-quality	Genome-fragment	31.3	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_77509	5828	No	NA	10	2	0	Low-quality	Genome-fragment	16.36	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_82960	9043	No	NA	13	8	0	Low-quality	Genome-fragment	23.84	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_120817	5966	No	NA	7	5	0	Low-quality	Genome-fragment	13.12	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_69859	5710	No	NA	10	2	0	Low-quality	Genome-fragment	15.87	AAI-based (high-confidence)	0.0	1.01	
TLL60_k99_101740	6103	No	NA	12	1	0	Low-quality	Genome-fragment	17.34	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_33568	5053	No	NA	12	4	0	Low-quality	Genome-fragment	11.41	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_175753	11472	No	NA	16	7	0	Low-quality	Genome-fragment	25.69	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_56838	7858	No	NA	10	2	0	Low-quality	Genome-fragment	16.72	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_56868	9438	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_63174	5245	Yes	4884	6	1	1	Low-quality	Genome-fragment	2.83	AAI-based (high-confidence)	6.88	1.0	
TLL60_k99_74750	6137	No	NA	7	1	0	Low-quality	Genome-fragment	3.39	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_164150	5807	No	NA	9	3	0	Low-quality	Genome-fragment	11.49	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_172036	12146	No	NA	18	4	0	Low-quality	Genome-fragment	25.8	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_177524	6014	No	NA	16	5	0	Low-quality	Genome-fragment	13.49	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_5265	10637	No	NA	19	4	1	Low-quality	Genome-fragment	27.57	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_5361	6907	No	NA	3	0	0	Low-quality	Genome-fragment	10.92	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_6143	6569	No	NA	16	2	0	Low-quality	Genome-fragment	18.94	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_8314	9241	No	NA	12	4	0	Low-quality	Genome-fragment	25.82	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_11859	17522	No	NA	17	3	0	Low-quality	Genome-fragment	49.05	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_13376	17325	No	NA	24	7	0	Low-quality	Genome-fragment	38.75	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_17925	9464	No	NA	22	2	1	Low-quality	Genome-fragment	20.67	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_23940	6183	No	NA	9	3	0	Low-quality	Genome-fragment	13.46	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_26650	7929	No	NA	17	3	0	Low-quality	Genome-fragment	24.55	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_31281	7367	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_31886	6590	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_32671	5776	No	NA	8	4	0	Low-quality	Genome-fragment	17.66	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_33303	5240	No	NA	6	4	0	Low-quality	Genome-fragment	8.31	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_33877	35153	No	NA	41	15	0	Medium-quality	Genome-fragment	57.88	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_35395	6797	No	NA	19	1	0	Low-quality	Genome-fragment	18.28	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_36179	10098	No	NA	20	6	0	Low-quality	Genome-fragment	16.73	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_39990	5378	No	NA	13	1	0	Low-quality	Genome-fragment	3.2	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_40924	7133	No	NA	2	0	0	Low-quality	Genome-fragment	3.26	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_42473	7568	No	NA	7	3	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_45384	6372	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_45851	26105	No	NA	28	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_47574	12369	No	NA	25	4	0	Low-quality	Genome-fragment	20.37	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_49767	24541	Yes	21716	39	11	3	Medium-quality	Genome-fragment	62.06	AAI-based (high-confidence)	11.51	1.01	
TLL60_k99_52362	6290	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
TLL60_k99_55762	5117	No	NA	10	1	1	Low-quality	Genome-fragment	3.22	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_56452	6927	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_57316	10795	No	NA	16	9	1	Low-quality	Genome-fragment	26.6	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_68896	9760	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_69574	6077	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_69688	5482	No	NA	11	7	0	Low-quality	Genome-fragment	9.12	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_72046	5417	No	NA	7	6	0	Low-quality	Genome-fragment	13.45	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_73462	14192	No	NA	16	7	0	Low-quality	Genome-fragment	24.62	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_73955	24690	No	NA	30	19	0	Medium-quality	Genome-fragment	56.02	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_74246	7640	No	NA	18	0	0	Low-quality	Genome-fragment	13.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_82226	20419	No	NA	28	10	0	Medium-quality	Genome-fragment	57.05	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_87865	5812	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_88954	7085	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_90499	5767	No	NA	7	4	0	Low-quality	Genome-fragment	16.11	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_91012	6388	No	NA	12	2	0	Low-quality	Genome-fragment	11.07	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_91665	6641	No	NA	11	2	1	Low-quality	Genome-fragment	17.74	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_91904	13729	No	NA	23	9	0	Low-quality	Genome-fragment	29.97	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_104354	9830	No	NA	13	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_105626	9274	No	NA	13	9	0	Low-quality	Genome-fragment	26.56	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_109657	15032	No	NA	15	1	0	Low-quality	Genome-fragment	32.28	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_110705	8123	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL60_k99_112869	8101	No	NA	9	0	1	Low-quality	Genome-fragment	9.84	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_119763	6562	No	NA	11	3	0	Low-quality	Genome-fragment	7.86	HMM-based (lower-bound)	0.0	1.0	
TLL60_k99_120220	5420	No	NA	10	8	0	Low-quality	Genome-fragment	15.3	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_120929	18279	No	NA	11	3	1	Low-quality	Genome-fragment	22.2	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_145726	11438	No	NA	22	4	0	Low-quality	Genome-fragment	18.96	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_150149	6991	No	NA	7	0	1	Low-quality	Genome-fragment	13.51	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
TLL60_k99_151005	8233	No	NA	14	8	0	Low-quality	Genome-fragment	28.54	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_154133	15571	No	NA	14	1	3	Low-quality	Genome-fragment	8.42	HMM-based (lower-bound)	0.0	1.01	
TLL60_k99_155179	10937	No	NA	18	2	0	Low-quality	Genome-fragment	30.56	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_168109	12650	No	NA	19	5	0	Low-quality	Genome-fragment	28.71	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_180948	5179	No	NA	15	2	0	Low-quality	Genome-fragment	8.39	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_181870	17649	No	NA	18	11	0	Low-quality	Genome-fragment	29.5	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_188896	13169	No	NA	15	9	0	Low-quality	Genome-fragment	40.55	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_195081	24387	No	NA	35	5	0	Medium-quality	Genome-fragment	52.8	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_201603	29758	No	NA	37	8	1	Medium-quality	Genome-fragment	69.48	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_202222	5248	No	NA	6	6	0	Low-quality	Genome-fragment	11.46	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_218769	8012	No	NA	8	2	0	Low-quality	Genome-fragment	9.74	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_222886	13963	No	NA	24	5	0	Low-quality	Genome-fragment	25.94	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_238330	5882	No	NA	4	0	0	Low-quality	Genome-fragment	6.12	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_238720	5776	No	NA	6	1	0	Low-quality	Genome-fragment	7.02	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_249371	5201	No	NA	7	0	0	Low-quality	Genome-fragment	11.85	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_252551	9934	No	NA	15	4	0	Low-quality	Genome-fragment	18.65	AAI-based (medium-confidence)	0.0	1.0	
TLL60_k99_267018	18270	No	NA	38	3	2	Low-quality	Genome-fragment	31.69	AAI-based (high-confidence)	0.0	1.0	
TLL60_k99_53069_provirus_2_15994	15993	No	NA	17	0	13	Low-quality	Genome-fragment	14.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL60_k99_147482_provirus_2_18160	18159	Yes	9299	13	5	3	Low-quality	Genome-fragment	21.99	AAI-based (medium-confidence)	48.79	1.0	
TLL61_k99_42406	6909	No	NA	4	0	3	Low-quality	Genome-fragment	4.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL61_k99_97036	9152	No	NA	8	0	2	Low-quality	Genome-fragment	19.44	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
TLL61_k99_116355	17797	No	NA	37	13	0	Medium-quality	Genome-fragment	50.21	AAI-based (medium-confidence)	0.0	1.0	
TLL61_k99_127005	13555	No	NA	14	4	1	Low-quality	Genome-fragment	39.56	AAI-based (medium-confidence)	0.0	1.0	
TLL61_k99_151481	7363	No	NA	10	1	1	Low-quality	Genome-fragment	19.12	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_247240	7635	No	NA	10	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL61_k99_967	12278	No	NA	11	4	1	Low-quality	Genome-fragment	7.11	AAI-based (medium-confidence)	0.0	1.0	
TLL61_k99_6361	10240	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL61_k99_25974	11405	No	NA	14	1	0	Low-quality	Genome-fragment	8.02	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_28804	10116	No	NA	22	1	0	Low-quality	Genome-fragment	6.41	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_52173	11707	No	NA	16	0	0	Low-quality	Genome-fragment	7.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL61_k99_70775	9768	No	NA	23	4	0	Low-quality	Genome-fragment	6.35	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_86825	8656	No	NA	14	5	0	Low-quality	Genome-fragment	21.71	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_92024	12168	No	NA	12	1	0	Low-quality	Genome-fragment	7.41	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_103876	6673	No	NA	10	6	0	Low-quality	Genome-fragment	16.75	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_110858	5123	No	NA	11	4	0	Low-quality	Genome-fragment	3.18	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_120454	8747	No	NA	18	5	0	Low-quality	Genome-fragment	4.98	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_172674	6331	No	NA	12	3	0	Low-quality	Genome-fragment	3.68	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_179965	9890	No	NA	20	2	0	Low-quality	Genome-fragment	5.64	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_274797	6520	No	NA	5	1	0	Low-quality	Genome-fragment	4.19	AAI-based (medium-confidence)	0.0	1.0	
TLL61_k99_76096	7275	Yes	4697	10	3	1	Low-quality	Genome-fragment	11.57	AAI-based (medium-confidence)	35.44	1.0	
TLL61_k99_41551	7090	No	NA	13	0	0	Low-quality	Genome-fragment	16.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL61_k99_66013	5725	No	NA	20	1	0	Low-quality	Genome-fragment	9.43	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_66971	6847	No	NA	5	3	0	Low-quality	Genome-fragment	16.19	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_32755	8304	No	NA	15	1	0	Low-quality	Genome-fragment	18.4	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_142807	7734	No	NA	14	4	1	Low-quality	Genome-fragment	18.31	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_18704	15651	No	NA	21	2	0	Low-quality	Genome-fragment	14.07	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_62906	5512	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL61_k99_69936	21969	No	NA	30	6	0	Low-quality	Genome-fragment	37.73	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_231941	12249	No	NA	13	2	1	Low-quality	Genome-fragment	19.91	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_24087	6035	No	NA	5	0	3	Low-quality	Genome-fragment	2.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL61_k99_84719	5460	No	NA	8	1	0	Low-quality	Genome-fragment	10.88	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_186724	5507	No	NA	8	3	0	Low-quality	Genome-fragment	9.85	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_148116	13225	No	NA	27	5	1	Low-quality	Genome-fragment	19.92	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_46942	19991	No	NA	26	16	1	Medium-quality	Genome-fragment	57.34	AAI-based (high-confidence)	0.0	1.0	
TLL61_k99_229450	9025	No	NA	11	3	1	Low-quality	Genome-fragment	21.86	AAI-based (high-confidence)	0.0	1.0	
